cwnd, ssthresh, congestionEvent, no, time, source, destination, protocol, length, tcp_segment_len, tcp_delta, tcp_flags, tcp_ack, tcp_seq, tcp_window_size, info
4,3,0,164,1.200958,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,208818,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,165,1.200959,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,210278,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,166,1.200960,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,211738,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,167,1.200962,"192.168.10.184","192.168.10.196",6,1514,1460,0.000002,0x0010,1,213198,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,168,1.202914,"192.168.10.196","192.168.10.184",6,54,0,0.001952,0x0010,166478,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=166478 Win=212992 Len=0"
5,3,0,169,1.203036,"192.168.10.184","192.168.10.196",6,1514,1460,0.000122,0x0010,1,214658,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,170,1.203037,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,216118,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,171,1.203038,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,217578,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,172,1.203039,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,219038,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,173,1.203039,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,220498,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,174,1.203041,"192.168.10.184","192.168.10.196",6,1514,1460,0.000002,0x0010,1,221958,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,175,1.324091,"192.168.10.196","192.168.10.184",6,54,0,0.121050,0x0010,176698,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=176698 Win=212992 Len=0"
7,3,1,176,1.324219,"192.168.10.184","192.168.10.196",6,1514,1460,0.000128,0x0010,1,223418,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,177,1.324221,"192.168.10.184","192.168.10.196",6,1514,1460,0.000002,0x0010,1,224878,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,178,1.324222,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,226338,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,179,1.324223,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,227798,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,180,1.324225,"192.168.10.184","192.168.10.196",6,1514,1460,0.000002,0x0010,1,229258,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,181,1.324225,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,230718,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,182,1.324226,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,232178,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,183,1.324228,"192.168.10.184","192.168.10.196",6,1514,1460,0.000002,0x0010,1,233638,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,184,1.324229,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,235098,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,185,1.325678,"192.168.10.196","192.168.10.184",6,54,0,0.001449,0x0010,178158,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=178158 Win=212992 Len=0"
4,3,0,186,1.325780,"192.168.10.184","192.168.10.196",6,1514,1460,0.000102,0x0010,1,236558,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,187,1.325781,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,238018,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,188,1.327653,"192.168.10.196","192.168.10.184",6,54,0,0.001872,0x0010,198598,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=198598 Win=212992 Len=0"
7,3,0,189,1.327809,"192.168.10.184","192.168.10.196",6,1514,1460,0.000156,0x0010,1,239478,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
8,3,1,190,1.327811,"192.168.10.184","192.168.10.196",6,1514,1460,0.000002,0x0010,1,240938,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,4,0,191,1.327811,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,242398,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,4,0,192,1.327812,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,243858,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,4,0,193,1.327813,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,245318,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,4,1,194,1.327814,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,246778,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,195,1.327815,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,248238,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,196,1.327816,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,249698,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,197,1.327817,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,251158,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,198,1.327818,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,252618,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,199,1.327819,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,254078,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,200,1.327820,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,255538,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,201,1.327821,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,256998,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,202,1.327822,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,258458,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,203,1.327823,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,259918,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,204,1.327824,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,261378,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,205,1.328604,"192.168.10.196","192.168.10.184",6,54,0,0.000780,0x0010,201518,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=201518 Win=212992 Len=0"
6,3,0,206,1.328722,"192.168.10.184","192.168.10.196",6,1514,1460,0.000118,0x0010,1,262838,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,207,1.328723,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,264298,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,208,1.328724,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,265758,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,209,1.328724,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,267218,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,210,1.329129,"192.168.10.196","192.168.10.184",6,54,0,0.000405,0x0010,214658,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=214658 Win=212992 Len=0"
6,3,0,211,1.329231,"192.168.10.184","192.168.10.196",6,1514,1460,0.000102,0x0010,1,268678,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,212,1.329232,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,270138,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,213,1.329233,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,271598,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,214,1.329234,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,273058,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,215,1.329235,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,274518,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,216,1.329236,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,275978,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,217,1.329237,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,277438,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,218,1.329238,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,278898,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,219,1.329239,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,280358,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,220,1.329240,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,281818,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,221,1.329241,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,283278,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,222,1.332147,"192.168.10.196","192.168.10.184",6,54,0,0.002906,0x0010,223418,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=223418 Win=212992 Len=0"
5,3,0,223,1.332267,"192.168.10.184","192.168.10.196",6,1514,1460,0.000120,0x0010,1,284738,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,224,1.332268,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,286198,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,225,1.332270,"192.168.10.184","192.168.10.196",6,1514,1460,0.000002,0x0010,1,287658,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,226,1.332270,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,289118,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,227,1.332271,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,290578,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,228,1.332272,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,292038,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,229,1.332273,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,293498,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,230,1.332274,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,294958,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,231,1.437315,"192.168.10.196","192.168.10.184",6,54,0,0.105041,0x0010,236558,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=236558 Win=212992 Len=0"
5,3,0,232,1.437391,"192.168.10.184","192.168.10.196",6,1514,1460,0.000076,0x0010,1,296418,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,233,1.437391,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,297878,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,234,1.437391,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,299338,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,235,1.437392,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,300798,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,236,1.437392,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,302258,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,237,1.437393,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,303718,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,238,1.437393,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,305178,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,239,1.437393,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,306638,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,240,1.437394,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,308098,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,241,1.437394,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,309558,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,242,1.437394,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,311018,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,243,1.438062,"192.168.10.196","192.168.10.184",6,54,0,0.000668,0x0010,239478,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=239478 Win=212992 Len=0"
4,3,0,244,1.438103,"192.168.10.184","192.168.10.196",6,1514,1460,0.000041,0x0010,1,312478,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,245,1.438103,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,313938,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,246,1.438104,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,315398,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,247,1.438104,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,316858,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,248,1.440734,"192.168.10.196","192.168.10.184",6,54,0,0.002630,0x0010,262838,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=262838 Win=212992 Len=0"
4,3,0,249,1.440788,"192.168.10.184","192.168.10.196",6,1514,1460,0.000054,0x0010,1,318318,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,250,1.440788,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,319778,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,251,1.440789,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,321238,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,252,1.440789,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,322698,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,253,1.440789,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,324158,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,254,1.440790,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,325618,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,255,1.440790,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,327078,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,256,1.440790,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,328538,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,257,1.440791,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,329998,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,258,1.440791,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,331458,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,259,1.440792,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,332918,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,260,1.440792,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,334378,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,261,1.440793,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,335838,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,262,1.440793,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,337298,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,263,1.440793,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,338758,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,264,1.440794,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,340218,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,265,1.440794,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,341678,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,266,1.440794,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,343138,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,267,1.441423,"192.168.10.196","192.168.10.184",6,54,0,0.000629,0x0010,268678,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=268678 Win=212992 Len=0"
6,3,0,268,1.441461,"192.168.10.184","192.168.10.196",6,1514,1460,0.000038,0x0010,1,344598,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,269,1.441461,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,346058,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,270,1.441462,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,347518,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,271,1.441462,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,348978,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,272,1.441463,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,350438,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,273,1.441463,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,351898,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,274,1.445058,"192.168.10.196","192.168.10.184",6,54,0,0.003595,0x0010,284738,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=284738 Win=212992 Len=0"
4,3,0,275,1.445112,"192.168.10.184","192.168.10.196",6,1514,1460,0.000054,0x0010,1,353358,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,276,1.445112,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,354818,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,277,1.445113,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,356278,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,278,1.445113,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,357738,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,279,1.445113,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,359198,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,280,1.445114,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,360658,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,281,1.445114,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,362118,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,282,1.445115,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,363578,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,283,1.445115,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,365038,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,284,1.445115,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,366498,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,285,1.445116,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,367958,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,286,1.445116,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,369418,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,287,1.445117,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,370878,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,288,1.445367,"192.168.10.196","192.168.10.184",6,54,0,0.000250,0x0010,296418,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=296418 Win=212992 Len=0"
5,3,0,289,1.445408,"192.168.10.184","192.168.10.196",6,1514,1460,0.000041,0x0010,1,372338,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,290,1.445409,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,373798,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,291,1.445409,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,375258,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,292,1.445410,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,376718,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,293,1.445411,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,378178,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,294,1.445411,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,379638,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,295,1.445412,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,381098,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,296,1.445412,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,382558,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,297,1.445413,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,384018,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,298,1.445413,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,385478,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,299,1.551390,"192.168.10.196","192.168.10.184",6,54,0,0.105977,0x0010,312478,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=312478 Win=212992 Len=0"
7,3,1,300,1.551535,"192.168.10.184","192.168.10.196",6,1514,1460,0.000145,0x0010,1,386938,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,301,1.551536,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,388398,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,302,1.551538,"192.168.10.184","192.168.10.196",6,1514,1460,0.000002,0x0010,1,389858,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,303,1.551538,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,391318,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,304,1.551539,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,392778,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,305,1.551541,"192.168.10.184","192.168.10.196",6,1514,1460,0.000002,0x0010,1,394238,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,306,1.551541,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,395698,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,307,1.551542,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,397158,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,308,1.551543,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,398618,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,309,1.551544,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,400078,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,310,1.551546,"192.168.10.184","192.168.10.196",6,1514,1460,0.000002,0x0010,1,401538,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
